LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000482550-0001-5,MILLIES RESTAURANT CAFE INC,MILLIE'S,3524 W SUNSET BLVD,LOS ANGELES,3524 SUNSET 90026-2106,,,,722110,Full-service restaurants,13,05/28/2001,,"(34.089, -118.2765)"
0002773126-0001-5,AJS MANAGEMENT LLC,VILLAGGIO DELI & RESTAURANT,6310 VAN NUYS BLVD,VAN NUYS,6310 VAN NUYS 91401-2610,,,,722110,Full-service restaurants,6,09/05/2014,,"(34.1849, -118.4487)"
0002902128-0001-3,"PINEAPPLE SPLASH CRAN, LLC",DAMA,612 E 11TH STREET,LOS ANGELES,612 11TH 90015-2323,3143   DONA SARITA PLACE,STUDIO CITY,91604-4345,722110,Full-service restaurants,14,10/01/2016,,"(34.0355, -118.2527)"
0000195355-0044-7,PANDA EXPRESS INC,PANDA EXPRESS #1556,1608 PACIFIC COAST HIGHWAY,HARBOR CITY,1608 PACIFIC COAST 90710-2628,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,15,07/01/2009,,"(33.7894, -118.3044)"
0002925398-0001-0,MIMO MOTOR LLC,EDDIE'S ITALIAN RESTAURANT,4002   LINCOLN BLVD,MARINA DEL REY,4002 LINCOLN 90292-5614,,,,722110,Full-service restaurants,11,09/01/2016,,"(33.9904, -118.4477)"
0002358686-0002-8,ELOY BARAJAS,TUMBY'S PIZZA EXPRESS INC.,8326 S WESTERN AVENUE,LOS ANGELES,8326 WESTERN 90047-3037,,,,722110,Full-service restaurants,8,12/08/2009,,"(33.9633, -118.309)"
0003177283-0002-1,TJS GROUP INC,CATCH ME SUSHI NORTHRIDGE,18110 NORDHOFF STREET UNIT #B,NORTHRIDGE,18110 Nordhoff 91325-2700,,,,722110,Full-service restaurants,12,07/01/2021,,"(34.2352, -118.5277)"
0000728430-0001-1,SKY EARTH TREE INC,,3692 GRAYBURN ROAD,PASADENA,3692 GRAYBURN 91107-4629,,,,722110,Full-service restaurants,0,04/10/2004,,"(34.1396, -118.0735)"
0000528112-0001-8,FIRSTFRUIT ENTERPRISES INC,BOBA TEA HOUSE,18110 NORDHOFF STREET #F,NORTHRIDGE,18110 NORDHOFF 91325-2700,,,,722110,Full-service restaurants,12,09/01/2001,,"(34.2355, -118.5275)"
0003258793-0001-7,POKE MOKI INC,,8953 SUNLAND BLVD,SUN VALLEY,8953 Sunland 91352-2844,,,,722110,Full-service restaurants,6,06/17/2021,,"(34.2315, -118.3673)"
0000650423-0006-8,DEL TACO LLC,DEL TACO #605,7121 CARLSON CIRCLE,CANOGA PARK,7121 CARLSON 91303-1812,25521 COMMERCENTRE DRIVE SUITE #200,LAKE FOREST,92630-8872,722110,Full-service restaurants,3,03/27/1988,,"(34.2004, -118.6133)"
0003190482-0001-6,EDJ GROUP INC,,4010 W 3RD STREET,LOS ANGELES,4010 3RD 90020,4010 W 3RD STREET,LOS ANGELES,90020-3103,722110,Full-service restaurants,10,03/25/2020,,"(34.0688, -118.3012)"
0000574671-0001-9,RAMON GUTIERREZ,CARNITA MICHOACAN #4,1605 S HOOVER STREET #105,LOS ANGELES,1605 HOOVER 90006-4957,,,,722110,Full-service restaurants,1,01/01/2001,,"(34.0437, -118.2841)"
0000423045-0001-2,MARIA JESUS MANCILLA,EL PARIAN | EL PARIAN RESTAURANT,1528 W PICO BLVD,LOS ANGELES,1528 PICO 90015,1528 W PICO BLVD,LOS ANGELES,90015-2408,722110,Full-service restaurants,1,11/01/1982,,"(34.044, -118.2756)"
0002104152-0002-6,THE VEGAN JOINT,THE VEGAN JOINT,20855 VENTURA BLVD UNIT #3,WOODLAND HILLS,20855 VENTURA 91364-0839,,,,722110,Full-service restaurants,3,03/12/2012,,"(34.1663, -118.5872)"
0000886673-0001-5,MARIA GUADALUPE AMADOR,EL ATACOR #1,3520 N FIGUEROA STREET #3,LOS ANGELES,3520 FIGUEROA 90065-2463,8613 DAVISTA DRIVE #1,WHITTIER,90605-1507,722110,Full-service restaurants,1,03/07/1992,,"(34.0889, -118.2147)"
0000831872-0001-9,FERNANDO ROSALEZ,TACOS JALISCO,1202 S GAFFEY STREET,SAN PEDRO,1202 GAFFEY 90731-4015,,,,722110,Full-service restaurants,15,04/15/2001,,"(33.7332, -118.2923)"
0002551967-0001-1,G S & LD INC,GARNACHAS & BEER RESTAURANT,8755 PARTHENIA PLACE,NORTH HILLS,8755 PARTHENIA 91343-5115,11131 YOLANDA AVENUE,PORTER RANCH,91326-2444,722110,Full-service restaurants,6,03/30/2011,,"(34.2292, -118.4661)"
0003256206-0001-2,KALAVERAS LA INC,KALAVERAS CANTINA,11940 W PICO BLVD,LOS ANGELES,11940 PICO 90064-1333,21021   FIGUEROA STREET,CARSON,90745-1960,722110,Full-service restaurants,11,06/15/2021,,"(34.0296, -118.4491)"
0003190893-0001-7,SERVE TO IMPRESS INC,MADRE RESTAURANT,801 N FAIRFAX AVENUE SUITE #101,LOS ANGELES,801 FAIRFAX 90046-7248,,,,722110,Full-service restaurants,5,02/17/2020,,"(34.0857, -118.3618)"
0000703656-0001-3,OFF VINE INC,OFF VINE,6263 LELAND WAY,LOS ANGELES,6263 LELAND 90028-8207,,,,722110,Full-service restaurants,13,03/15/1989,,"(34.097, -118.3255)"
0000102301-0001-8,LEO SABAL/CLAVIA SANTOS,@,4719 S HOOVER STREET,LOS ANGELES,4719 HOOVER 90037-3137,,,,722110,Full-service restaurants,9,09/20/2004,,"(34.0003, -118.2871)"
0002386782-0001-4,SUSHIKO BAR INC,,9340 W PICO BLVD #B,LOS ANGELES,9340 PICO 90035-1255,,,,722110,Full-service restaurants,5,09/15/2008,,"(34.0552, -118.394)"
0003258137-0001-4,CHINVIN KA,DADDY'S DONUTS,500 S ATLANTIC BLVD,LOS ANGELES,500 ATLANTIC 90022,3350 E 64TH STREET,LONG BEACH,90805-2802,722110,Full-service restaurants,0,07/01/2021,,"(34.0268, -118.155)"
0003259209-0001-8,PICKLES&SWISS2 LLC,PICKLES & SWISS,6344   TOPANGA CANYON BLVD   BUILDING #1030,WOODLAND HILLS,6344 TOPANGA CANYON 91367,6344   TOPANGA CANYON BLVD   BUILDING #1030,WOODLAND HILLS,91367-2360,722110,Full-service restaurants,3,06/28/2021,,"(34.1859, -118.6059)"
0002507103-0001-8,FACTORS FAMOUS DELI INC,,9420 W PICO BLVD,LOS ANGELES,9420 PICO 90035-1210,,,,722110,Full-service restaurants,5,06/01/2010,,"(34.0552, -118.3946)"
0002825456-0001-9,MAMA EARTH BAKERY INC,,17246 VANOWEN STREET SUITE #A,VAN NUYS,17246 VANOWEN 91406-4437,,,,722110,Full-service restaurants,6,05/01/2015,,"(34.1938, -118.5088)"
0002588729-0004-4,CAFE & GRILL INC,CAFE & GRILLS,13702   VENTURA BLVD,SHERMAN OAKS,13702 VENTURA 91423-3024,13736   VENTURA BLVD,SHERMAN OAKS,91423-3024,722110,Full-service restaurants,4,09/26/2018,,"(34.1478, -118.4314)"
0000485215-0001-1,TAI LUONG EAR,DAILY DONUTS,100 E CENTURY BLVD #A,LOS ANGELES,100 CENTURY 90003-4710,,,,722110,Full-service restaurants,8,05/30/2001,,"(33.9455, -118.2738)"
0000046063-0001-3,CYPRESS BEST BURGER INC,CYPRESS BEST BURGERS,3240 N FIGUEROA STREET,LOS ANGELES,3240 FIGUEROA 90065-1526,3240 N FIGUEROA STREET,LOS ANGELES,90065-1526,722110,Full-service restaurants,1,03/27/2000,,"(34.0862, -118.2192)"
0000588203-0002-3,TEXIS RESTAURANTS INC,TEXIS RESTAURANT,3087 W PICO BLVD,LOS ANGELES,3087 PICO 90006-3829,,,,722110,Full-service restaurants,10,07/16/1988,,"(34.0471, -118.3086)"
0000535231-0001-3,RODEO CATERING & EVENTS INC,SAVORE CUISINE & EVENTS,3655 S GRAND AVENUE,LOS ANGELES,3655 GRAND 90007-4316,,,,722110,Full-service restaurants,9,07/01/2001,,
0000354789-0001-3,PACIFIC FISH GRILL,FISH GRILL,7226 BEVERLY BLVD,LOS ANGELES,7226 BEVERLY 90036-2558,,,,722110,Full-service restaurants,5,02/01/1986,,"(34.0761, -118.3468)"
0000897097-0001-5,NEW YORK FOOD CO INC,,2320 ALASKA AVENUE,EL SEGUNDO,2320 ALASKA 90245-4807,,,,722110,Full-service restaurants,0,01/19/1994,,"(33.9076, -118.3825)"
0003257314-0001-2,R&C OSUMO CORP,O SUMO SUSHI,5254   VAN NUYS BLVD,SHERMAN OAKS,5254 VAN NUYS 91401,5254   VAN NUYS BLVD,SHERMAN OAKS,91401-5617,722110,Full-service restaurants,4,07/01/2021,,"(34.1664, -118.4483)"
0003256828-0001-8,FAVIOLA G CABRERA,SUSHI Y MARISCOS QUE ROLLO,8556   RESEDA BLVD,NORTHRIDGE,8556 RESEDA 91324,8556   RESEDA BLVD,NORTHRIDGE,91324-4628,722110,Full-service restaurants,12,02/04/2021,,"(34.2259, -118.5359)"
0003257142-0001-8,BASBUSSA INC,,8338 W 3RD STREET,LOS ANGELES,8338 3RD 90048,18645   SHERMAN WAY   UNIT #212,RESEDA,91335-8625,722110,Full-service restaurants,5,06/04/2021,,"(34.0726, -118.3714)"
0002652623-0001-7,PITA GRILL VENTURES INC,PITA GRILL,6442 BELLINGHAM AVENUE,NORTH HOLLYWOOD,6442 BELLINGHAM 91606-1402,,,,722110,Full-service restaurants,2,01/01/2013,,"(34.1874, -118.3987)"
0002690647-0006-4,BURGER LOUNGE III LLC,BURGER LOUNGE,19515 NORDHOFF STREET SUITE #5,NORTHRIDGE,19515 NORDHOFF 91324-7405,1917 INDIA STREET SUITE #C,SAN DIEGO,92101-2250,722110,Full-service restaurants,12,02/01/2021,,"(34.2356, -118.5586)"
0000008207-0005-8,STARBUCKS CORPORATION,STARBUCKS COFFEE #13365,12520 SHERMAN WAY,NORTH HOLLYWOOD,12520 SHERMAN 91605-5236,POST OFFICE BOX #34067,SEATTLE,98124-1067,722110,Full-service restaurants,2,10/10/2008,,"(34.2012, -118.406)"
0003257296-0001-2,BROADWAY CUISINE,,911 N BROADWAY,LOS ANGELES,911 BROADWAY 90012-1706,,,,722110,Full-service restaurants,1,07/01/2021,,"(34.0643, -118.2375)"
0000789920-0001-4,SHIMA INC,,1432 ABBOT KINNEY BLVD,VENICE,1432 ABBOT KINNEY 90291-3741,POST OFFICE BOX #1124,VENICE,90294-1124,722110,Full-service restaurants,11,08/15/2004,,"(33.9904, -118.4653)"
0003257679-0001-1,JUNG HOLDINGS,SOODA SUSHI & LOUNGE,745 S OXFORD AVENUE,LOS ANGELES,745 OXFORD 90005,,,,722110,Full-service restaurants,10,06/15/2021,,"(34.0582, -118.3082)"
0000195355-0006-4,PANDA EXPRESS INC,PANDA EXPRESS 140,14006 RIVERSIDE DRIVE #254,SHERMAN OAKS,14006 RIVERSIDE 91423-6382,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,4,04/16/1994,,"(34.1576, -118.4381)"
0002826578-0016-9,SWEETGREEN LA LLC,,6115 W SUNSET BLVD,LOS ANGELES,6115 SUNSET 90028-6493,3101   EXPOSITION BLVD,LOS ANGELES,90018-3617,722110,Full-service restaurants,13,11/23/2015,,
0003258784-0001-8,TG HOSPITALITY GROUP LLC,THE HIGHLIGHT ROOM,6417   SELMA AVENUE,LOS ANGELES,6417 SELMA 90028,7052   PIPERS RIDGE AVENUE,LAS VEGAS,89113-4026,722110,Full-service restaurants,13,01/01/2021,,"(34.1002, -118.3302)"
0002385794-0001-0,ALVARO ESPINOZA BENAL,MARISCOS PUERTO ANGEL,16856 SHERMAN WAY,VAN NUYS,16856 SHERMAN 91406-3748,,,,722110,Full-service restaurants,6,10/23/2008,,"(34.201, -118.5001)"
0003258747-0001-7,ANASTASIIA PARFENOVA,PARFENOVA CATERING,411 CARUSO AVENUE,GLENDALE,411 Caruso 91210-1516,,,,722110,Full-service restaurants,0,06/24/2021,,"(34.1434, -118.2556)"
0003257003-0001-0,DLDT ENTERPRISE INC,,10250   SANTA MONICA BLVD   PLAZA #9200,LOS ANGELES,10250 SANTA MONICA 90067,10250   SANTA MONICA BLVD   PLAZA #9200,LOS ANGELES,90067-6501,722110,Full-service restaurants,5,06/09/2021,,"(34.0583, -118.4193)"
0003257965-0001-4,"SUGOI SUSHI, LLC",,4040 W WASHINGTON BLVD   SUITE #38,LOS ANGELES,4040 WASHINGTON 90018,4648   LOMITA STREET,LOS ANGELES,90019-5720,722110,Full-service restaurants,10,06/11/2021,,"(34.0386, -118.3284)"
0003255965-0001-0,"8490 HOSPITALITY, LLC",CATCH STEAK,650 N LA CIENEGA BLVD,LOS ANGELES,650 LA CIENEGA 90069,1510   WEST LOOP S,HOUSTON,77027-9505,722110,Full-service restaurants,5,12/01/2021,,"(34.0833, -118.3761)"
0003257095-0001-1,710 E 4TH PLACE LLC,DE LA NONNA,312 S ALAMEDA STREET,LOS ANGELES,312 ALAMEDA 90013,710 E 4TH PLACE,LOS ANGELES,90013-1825,722110,Full-service restaurants,14,08/20/2021,,"(34.0449, -118.2377)"
0000239637-0027-0,EL POLLO LOCO INC,EL POLLO LOCO #5972,101 E MANCHESTER AVENUE,LOS ANGELES,101 MANCHESTER 90003-3415,3535 HARBOR BLVD SUITE #100,COSTA MESA,92626-1494,722110,Full-service restaurants,9,11/01/2000,,"(33.9601, -118.2737)"
0003138578-0001-8,WESTERN AXE LLC,MO'S HOUSE OF AXE,611 S WESTERN AVENUE,LOS ANGELES,611 WESTERN 90005-3023,8033 W SUNSET BLVD   SUITE #1105,LOS ANGELES,90046-2401,722110,Full-service restaurants,10,09/11/2018,,"(34.0631, -118.3092)"
0003167063-0001-2,HARBOR BEACON INVESTMENTS INC.,CRAZY FISH GRILL & MARKET,28158 S WESTERN AVENUE,SAN PEDRO,28158 WESTERN 90732-1248,28158 S WESTERN AVENUE,SAN PEDRO,90732-1248,722110,Full-service restaurants,15,12/12/2019,,"(33.7636, -118.3113)"
0000685855-0001-5,JOSE L GONZALEZ,MARISCOS VALLARTA,13324 VICTORY BLVD,VAN NUYS,13324 VICTORY 91401-1831,,,,722110,Full-service restaurants,2,01/01/1989,,"(34.1866, -118.4235)"
0002915305-0001-7,LKIM INC,WAKU WAKU | WAKUWAKU,1511 N CAHUENGA BLVD,LOS ANGELES,1511 CAHUENGA 90028-7312,1511 N CAHUENGA BLVD,LOS ANGELES,90028-7312,722110,Full-service restaurants,13,06/15/2016,,"(34.0983, -118.3297)"
0000153410-0001-4,BULMARO RUIZ,CAMINO DE GUANAJUATO RESTAURANT,208 W ANAHEIM STREET #C/D,WILMINGTON,208 ANAHEIM 90744-4400,,,,722110,Full-service restaurants,15,08/08/1994,,"(33.7798, -118.2638)"
0000082165-0001-7,NABI BRAMBILA INC,FRANKIES ITALIAN RESTAURANT,5538 RESEDA BLVD,TARZANA,5538 RESEDA 91356-6261,,,,722110,Full-service restaurants,3,07/09/1993,,"(34.1707, -118.5359)"
0003115977-0001-1,THE ORIGINAL TEDDY'S RED TACOS VENICE LLC,THE ORIGINAL TEDDY'S RED TACOS,46   WINDWARD AVENUE,VENICE,46 WINDWARD 90291-4102,,,,722110,Full-service restaurants,11,03/07/2019,,"(33.9873, -118.4727)"
0002779542-0001-1,"GOLDEN FOREST MONGOLIAN BBQ, INC.",,7315 N FIGUEROA STREET SUITE #102,LOS ANGELES,7315 FIGUEROA 90041-2569,7315 N FIGUEROA STREET SUITE #102,LOS ANGELES,90041-2512,722110,Full-service restaurants,14,09/18/2014,,
0003021405-0001-8,SUSHI LOL,,3524 W 8TH STREET,LOS ANGELES,3524 8TH 90005-2902,,,,722110,Full-service restaurants,10,11/13/2017,,"(34.0575, -118.306)"
0000057015-0001-8,VALENTIN ANTONIO ALMAZAN,GUENDINAXH JUICE BAR,16420 S VERMONT AVENUE,GARDENA,16420 VERMONT 90247-4914,,,,722110,Full-service restaurants,15,09/15/2000,,"(33.882, -118.2912)"
0000413311-0001-1,MOISES PALOMO,EL TARASCO,8620 S SEPULVEDA BLVD,LOS ANGELES,8620 SEPULVEDA 90045-4002,,,,722110,Full-service restaurants,11,03/18/2001,,"(33.9595, -118.3961)"
0000387430-0010-0,"ARAMARK SERVICES, INC.",CANCO/PHILPS/TOSCO,1660 W ANAHEIM STREET,WILMINGTON,1660 ANAHEIM 90744-2304,,,,722110,Full-service restaurants,15,01/01/1999,,"(33.7785, -118.2882)"
0003003418-0001-7,"CLARK'S, LLC",THE SHELBY,8445 W 3RD STREET,LOS ANGELES,8445 3RD 90048-4124,,,,722110,Full-service restaurants,5,01/01/2019,,
0000051736-0001-3,DOWNTOWN K F C INC,THE TAVERN OFF BROADWAY,221 W 7TH STREET,LOS ANGELES,221 7TH 90014-1851,219 W 7TH STREET #202,LOS ANGELES,90014-1950,722110,Full-service restaurants,14,03/29/1990,,"(34.045, -118.2528)"
0000054319-0011-6,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,,13502 HAMBURGER LANE,BALDWIN PARK,13502 HAMBURGER 91706-5823,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,0,01/01/1997,,"(34.0647, -117.9802)"
0000560204-0001-9,THE FIREHOUSE,THE FIREHOUSE,213 ROSE AVENUE,VENICE,213 ROSE 90291-2567,,,,722110,Full-service restaurants,11,01/01/1987,,"(33.9961, -118.4776)"
0000971508-0001-7,PAULA ANGELES,LUPITAS RESTAURANT #1,2214 E 1ST STREET,LOS ANGELES,2214 1ST 90033-3902,,,,722110,Full-service restaurants,14,02/01/2000,,"(34.0444, -118.2118)"
0002623978-0001-1,JENNIFER S GONZALEZ,RESTAURANTE Y PUPUSERIA LAFE,901 CYPRESS AVENUE,LOS ANGELES,901 CYPRESS 90065-1134,,,,722110,Full-service restaurants,1,06/29/2012,,"(34.0923, -118.2245)"
0002949518-0001-9,"SEEMA'S KITCHEN, LLC",SEEMA'S BURGERIM,3959   WILSHIRE BLVD   UNIT #B9,LOS ANGELES,3959 WILSHIRE 90010-3315,40255   PRESTON ROAD,PALMDALE,93551-5359,722110,Full-service restaurants,10,02/01/2017,,"(34.062, -118.3133)"
0002785723-0001-1,"FUTURAMA, INC",HOME - BEVERLY HILLS,430 N CAMDEN DRIVE,BEVERLY HILLS,430 CAMDEN 90210,263 W OLIVE AVENUE UNIT #289,BURBANK,91502-1825,722110,Full-service restaurants,0,10/15/2014,,"(34.0691, -118.4045)"
0000379594-0001-7,ROBERTO G REYES/LEMUEL BALAGOT,L A ROSE CAFE,4749 FOUNTAIN AVENUE,LOS ANGELES,4749 FOUNTAIN 90029-1712,,,,722110,Full-service restaurants,13,01/18/1982,,"(34.0955, -118.2928)"
0002720993-0001-9,HQ GASTROPUB ONE LLC,HQ GASTROPUB,20969 VENTURA BLVD SUITE #32,WOODLAND HILLS,20969 VENTURA 91364-6616,5023 PARKWAY CALABASAS,CALABASAS,91302-1421,722110,Full-service restaurants,3,01/02/2014,,"(34.1665, -118.59)"
0002241129-0001-8,NEANG K CHIEU,SUGAR DONUT,809 W VERNON AVENUE,LOS ANGELES,809 VERNON 90037-3023,,,,722110,Full-service restaurants,9,03/01/2007,,"(34.0037, -118.2873)"
0002266138-0003-2,BOWL GROUP INC,YOSHINOYA,18441 NORDHOFF STREET,NORTHRIDGE,18441 NORDHOFF 91325-2204,,,,722110,Full-service restaurants,12,04/08/2011,,"(34.2355, -118.5346)"
0002476392-0001-4,DAVID R PADILLA REYES,GISH BAC RESTAURANT,4163 W WASHINGTON BLVD,LOS ANGELES,4163 WASHINGTON 90018-1055,,,,722110,Full-service restaurants,10,01/02/2010,,"(34.0398, -118.3299)"
0000219042-0001-5,YONG HO KIM,ARADO JAPANESE RESTAURANT,4001 WILSHIRE BLVD #A,LOS ANGELES,4001 WILSHIRE 90010-3438,,,,722110,Full-service restaurants,10,05/15/1995,,"(34.0616, -118.3142)"
0003290858-0001-1,FOOTHILL CORNER BALLROOM,,6864 Foothill,Tujunga,6864 FOOTHILL 91042,6864 Foothill,Tujunga,91042-2711,722110,Full-service restaurants,7,01/12/2022,,"(34.2476, 34.2476)"
0000107487-0001-9,NUMERO UNO #27 INC,NOMONO UNO 27 INC | NUMERO UNO WOODLAND HILLS,24335 VICTORY BLVD #C,WEST HILLS,24335 VICTORY 91307-2849,,,,722110,Full-service restaurants,3,05/01/2000,,"(34.1846, -118.6545)"
0000732962-0001-5,TASIA P VLAHOS,PETE'S BLUE CHIP,1701 COLORADO BLVD,LOS ANGELES,1701 COLORADO 90041-1337,,,,722110,Full-service restaurants,14,01/01/2003,,"(34.1394, -118.2034)"
0002599016-0001-9,THE CARVING BOARD LLC,,18607 VENTURA BLVD SUITE #100,TARZANA,18607 VENTURA 91356-4168,18375 VENTURA BLVD #803,TARZANA,91356-4218,722110,Full-service restaurants,3,02/09/2012,,"(34.1698, -118.5387)"
0000779063-0001-2,RASPADOXPRESS CO,,9765 LAUREL CANYON BLVD,PACOIMA,9765 LAUREL CANYON 91331-4108,,,,722110,Full-service restaurants,7,01/01/2003,,"(34.2471, -118.4198)"
0003207012-0001-7,NEWGENTHAI CORP,SUSHI NEAR ME,5136   HOLLYWOOD BLVD,LOS ANGELES,5136 HOLLYWOOD 90027,5136   HOLLYWOOD BLVD,LOS ANGELES,90027-6106,722110,Full-service restaurants,13,08/11/2020,,"(34.1015, -118.3019)"
0000286458-0001-1,JOE H TRING / ELAINE TRING,FRIED RICE EXPRESS,1828 MARENGO STREET,LOS ANGELES,1828 MARENGO 90033-1316,,,,722110,Full-service restaurants,14,03/01/2004,,"(34.0581, -118.2109)"
0000748742-0001-1,ANA ROSA HERRERA ET AL,LA FLOR BLANCA,320 W VERNON AVENUE,LOS ANGELES,320 VERNON 90037,,,,722110,Full-service restaurants,9,06/17/1990,,"(34.0037, -118.2788)"
0000267824-0001-0,MARIA ROMERO,RESTAURANTE MARIA,10915 SAN FERNANDO ROAD,PACOIMA,10915 SAN FERNANDO 91331-2658,10915 SAN FERNANDO ROAD,PACOIMA,91331-2658,722110,Full-service restaurants,7,11/08/2000,,"(34.2679, -118.424)"
0002605413-0001-7,MASACASA LLC,MASACASA,1757 COLORADO BLVD,LOS ANGELES,1757 COLORADO 90041-1348,756 HYPERION AVENUE,LOS ANGELES,90029-3104,722110,Full-service restaurants,14,03/16/2012,,"(34.1394, -118.206)"
0002713020-0001-1,"VENTURA BLVD. CHICKEN, INC",ZANKOU CHICKEN,19598 VENTURA BLVD,TARZANA,19598 VENTURA 91356-2917,,,,722110,Full-service restaurants,3,11/13/2013,,"(34.1727, -118.5599)"
0000005775-0006-1,PANDHER FAST FOOD INC,SUBWAY,12771 VAN NUYS BLVD,PACOIMA,12771 VAN NUYS 91331-1627,,,,722110,Full-service restaurants,7,06/22/2002,,"(34.2742, -118.4109)"
0000499009-0001-4,CATERING BY ANDREA LLC,CATERING BY ANDREA,751 LEVERING AVENUE,LOS ANGELES,751 LEVERING 90024-2747,,,,722110,Full-service restaurants,5,09/25/2001,,"(34.0647, -118.4501)"
0002586468-0001-1,MILITON AREVALO,RESTAURANTE PUPUSERIA CONY,1564 W ADAMS BLVD,LOS ANGELES,1564 ADAMS 90007-1513,,,,722110,Full-service restaurants,8,11/03/2011,,"(34.0327, -118.2965)"
0000858320-0001-4,NUTRIFIT LLC,NUTRIFIT LLC,11692 GATEWAY BLVD,LOS ANGELES,11692 GATEWAY 90064-2829,11692 GATEWAY BLVD,LOS ANGELES,90064-2829,722110,Full-service restaurants,11,07/16/1991,,"(34.0286, -118.4431)"
0002751622-0001-1,2ND FLOOR LA INC,,865 S VERMONT AVENUE,LOS ANGELES,865 VERMONT 90005-1522,444 S OCCIDENTAL BLVD APT #422,LOS ANGELES,90057-1518,722110,Full-service restaurants,10,05/15/2014,,"(34.0564, -118.2916)"
0000855031-0001-6,SHALA JOOBANDI/ALI VAKILI,CICCEROS PIZZA #2,11651 W PICO BLVD #D,LOS ANGELES,11651 PICO 90064-2917,10357 ARTESIA BLVD,BELLFLOWER,90706-6721,722110,Full-service restaurants,11,09/01/1993,,"(34.0321, -118.4446)"
0000253133-0001-6,HAI MING LAM,HO HO KITCHEN,5677 W PICO BLVD #7,LOS ANGELES,5677 PICO 90019-3875,,,,722110,Full-service restaurants,10,08/08/1995,,"(34.0505, -118.362)"
0000130792-0001-2,"STERLING CUISINE, INC",,20839 VENTURA BLVD,WOODLAND HILLS,20839 VENTURA 91364-2319,2115 MCPHERSON PLACE,LOS ANGELES,90032-3823,722110,Full-service restaurants,3,08/01/2004,,"(34.1663, -118.5864)"
0000945101-0001-2,DINING TRADITION INC,THAI DISHES,6234 W MANCHESTER AVENUE,LOS ANGELES,6234 MANCHESTER 90045-3801,,,,722110,Full-service restaurants,11,07/01/1999,,"(33.9598, -118.3943)"
0000348471-0001-1,SERGIO/MARIA ESTHER VALDIVIA,TACOS DELTA,3806 W SUNSET BLVD,LOS ANGELES,3806 SUNSET 90026,,,,722110,Full-service restaurants,13,01/01/1981,,"(34.0909, -118.2788)"
0002638008-0001-4,J HOWARD II LLC,,609 N LA BREA AVENUE,LOS ANGELES,609 LA BREA 90036-2013,,,,722110,Full-service restaurants,5,01/01/2013,,"(34.082, -118.344)"
0002229068-0001-5,HONG EUN CHONG INC,CAFE SEOUL NANDARANG,3815 W 6TH STREET,LOS ANGELES,3815 6TH 90020-3901,,,,722110,Full-service restaurants,10,03/05/2007,,"(34.0635, -118.3057)"
0000429067-0006-3,SOOD ENTERPRISES INC,JACK IN THE BOX #337,6847 VAN NUYS BLVD,VAN NUYS,6847 VAN NUYS 91405-4627,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,6,09/06/1986,,"(34.1951, -118.4487)"
0000716476-0001-2,GLADYS IDALIA GARCIA,LAS AMERICAS,15047 ROSCOE BLVD,PANORAMA CITY,15047 ROSCOE 91402-4512,,,,722110,Full-service restaurants,6,08/09/2002,,"(34.2214, -118.4608)"
0003220136-0001-2,"SPRING STREET BAR, LLC",SPRING STREET BAR,626 S SPRING STREET   UNIT #B,LOS ANGELES,626 SPRING 90014,,,,722110,Full-service restaurants,14,08/26/2020,,"(34.0451, -118.2513)"
0000908955-0001-1,NATHAN MURRAY,AVALON GRILL,11913 AVALON BLVD,LOS ANGELES,11913 AVALON 90061-2836,,,,722110,Full-service restaurants,15,05/01/1999,,"(33.9245, -118.2651)"
0002268969-0001-1,IGNACIO VARGAS,TONY'S MEXICAN GRILL,11856 1/2 BALBOA BLVD,GRANADA HILLS,11856 BALBOA 91344-2761,,,,722110,Full-service restaurants,12,08/21/2007,,"(34.2856, -118.502)"
0002745519-0001-3,"TOWN PIZZA, BEER & WINE",TOWN,5101 YORK BLVD,LOS ANGELES,5101 YORK 90042-1715,5101 YORK BLVD,LOS ANGELES,90042-1715,722110,Full-service restaurants,14,04/10/2014,,"(34.121, -118.2047)"
0002488386-0001-0,REINA I AGUILA,BELLAS AGUILAS CAFE,3874 S WESTERN AVENUE,LOS ANGELES,3874 WESTERN 90062-1108,,,,722110,Full-service restaurants,8,04/01/2010,,"(34.0152, -118.3089)"
0002514369-0001-8,EDIK VOSKANIAN,AMSTERDAM CAFE,10905 MAGNOLIA BLVD,NORTH HOLLYWOOD,10905 MAGNOLIA 91601-3904,,,,722110,Full-service restaurants,2,07/29/2010,,"(34.1649, -118.3671)"
